0,1,2,3,4,5,6,7,8
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,1
3,7,5,0,4,2,2,2,2
3,7,5,0,4,2,3,2,1
3,7,5,0,4,2,3,2,2
4,7,6,0,4,2,3,2,1
4,7,6,0,5,2,3,2,2
4,7,6,0,5,3,3,2,2
4,7,6,0,5,3,3,2,2
4,7,6,0,5,3,3,2,2
4,8,7,0,5,3,3,2,2
4,8,7,0,5,3,3,2,2
4,8,7,0,5,3,3,2,2
4,8,7,0,5,3,3,3,2
4,8,7,0,5,3,3,2,2
4,8,7,0,5,3,3,2,2
4,8,8,0,6,3,3,2,2
4,8,8,0,6,3,3,3,2
4,8,8,0,6,3,3,3,2
4,8,8,0,6,3,3,2,2
4,8,8,0,6,3,3,3,2
4,8,8,0,6,3,3,2,2
4,8,9,0,6,3,3,3,2
4,9,9,0,6,3,3,3,2
4,8,9,0,6,3,3,3,2
4,8,8,0,6,3,3,3,2
4,8,8,0,6,3,3,2,2
4,8,8,0,6,3,3,2,2
4,8,8,0,6,3,3,2,2
4,8,8,0,6,3,3,2,2
4,8,8,0,6,3,3,3,2
4,8,8,0,6,3,3,3,2
4,8,8,0,6,3,3,2,2
4,8,8,0,6,3,3,2,2
4,8,8,0,6,3,3,2,2
4,8,8,0,6,3,3,2,2
4,8,8,0,6,3,3,2,2
4,8,8,0,6,3,3,2,2
4,8,8,0,6,3,3,3,2
4,8,9,0,6,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,10,0,7,3,3,3,2
4,9,10,0,7,3,3,3,2
4,9,10,0,7,3,3,3,2
4,9,10,0,7,3,3,3,2
4,9,10,0,7,3,3,3,2
4,9,10,0,7,3,3,3,2
4,9,10,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,8,9,0,7,3,3,3,2
4,8,8,0,7,3,3,3,2
4,8,8,0,7,3,3,3,2
4,8,8,0,7,3,3,3,2
4,8,8,0,7,3,3,3,2
4,8,9,0,7,3,3,2,2
4,8,9,0,7,3,3,3,2
4,8,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,9,0,7,3,3,3,2
4,9,10,0,7,3,3,3,2
4,9,10,0,7,3,3,3,2
4,9,10,0,7,3,3,3,2
4,9,10,0,7,3,3,3,2
